blind30s,19,18,19,16,17,0.565251572327044,0.5322327044025157,0.559748427672956,0.5683962264150944,0.5511006289308176
null30s,9,11,11,8,8,0.45676100628930816,0.5039308176100629,0.4803459119496855,0.46855345911949686,0.47091194968553457
smart30s,53,55,54,53,52,0.4378930817610063,0.46776729559748426,0.5911949685534591,0.5117924528301887,0.45754716981132076
symex30s,23,32,32,32,12,0.5102201257861635,0.47091194968553457,0.5102201257861635,0.4559748427672956,0.4386792452830189
